区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3999418D1031,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用１５ｍｇ「Ｆ」,富士製薬工業,後発品,,,"5,021",,
注射薬,3999418D1040,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用１５ｍｇ「サワイ」,沢井製薬,後発品,,,"5,021",,
注射薬,3999418D1058,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,アレディア点滴静注用１５ｍｇ,ノバルティス　ファーマ,,先発品,○,"7,949",H29.3.31まで,
注射薬,3999418D2038,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用３０ｍｇ「Ｆ」,富士製薬工業,後発品,,,"8,986",,
注射薬,3999418D2046,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用３０ｍｇ「サワイ」,沢井製薬,後発品,,,"8,986",,
注射薬,3999418D2054,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,アレディア点滴静注用３０ｍｇ,ノバルティス　ファーマ,,先発品,○,"16,486",H29.3.31まで,
注射薬,3999419A1048,アレンドロン酸ナトリウム水和物,５ｍｇ２ｍＬ１管,局,,,テイロック注射液５ｍｇ,帝人ファーマ,,先発品,,"15,079",H29.3.31まで,
注射薬,3999419A2044,アレンドロン酸ナトリウム水和物,１０ｍｇ４ｍＬ１管,局,,,テイロック注射液１０ｍｇ,帝人ファーマ,,先発品,,"31,684",H29.3.31まで,
注射薬,3999419G1024,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,ボナロン点滴静注バッグ９００μｇ,帝人ファーマ,,先発品,○,"4,627",,
注射薬,3999419G1032,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,アレンドロン酸点滴静注バッグ９００μｇ「ＤＫ」,大興製薬,後発品,,,"2,131",,H29.6.16収載
注射薬,3999419G1040,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,アレンドロン酸点滴静注バッグ９００μｇ「ＨＫ」,光製薬,後発品,,,"2,131",,H29.6.16収載
注射薬,3999421A1037,Ｌ－アルギニン塩酸塩,１０％２００ｍＬ１袋,,,,アルギＵ点滴静注２０ｇ,エイワイファーマ,,先発品,,"2,616",,
注射薬,3999422D1020,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,注射用エラスポール１００,小野薬品工業,,先発品,○,"4,517",,
注射薬,3999422D1038,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「サンド」,富士薬品,後発品,,,"2,072",,
注射薬,3999422D1046,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「テバ」,武田テバファーマ,後発品,,,"2,072",,
注射薬,3999422D1054,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「ニプロ」,ニプロ,後発品,,,"2,072",,
注射薬,3999422D1062,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「ファイザー」,マイラン製薬,後発品,,,"2,545",,
注射薬,3999422D1070,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットナトリウム点滴静注用１００ｍｇ「Ｆ」,富士製薬工業,後発品,,,"2,072",,
注射薬,3999423A1044,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／５ｍＬ,ノバルティス　ファーマ,,先発品,○,"28,075",,
注射薬,3999423A1052,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「Ｆ」,富士製薬工業,後発品,,,"13,206",,
注射薬,3999423A1060,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＮＫ」,高田製薬,後発品,,,"15,057",,
注射薬,3999423A1079,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「サワイ」,沢井製薬,後発品,,,"13,206",,
注射薬,3999423A1087,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「サンド」,サンド,後発品,,,"13,206",,
注射薬,3999423A1095,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「日医工」,コーアイセイ,後発品,,,"15,057",,
注射薬,3999423A1109,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ニプロ」,ニプロ,後発品,,,"13,206",,
注射薬,3999423A1117,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「ファイザー」,マイラン製薬,後発品,,,"15,057",,
注射薬,3999423A1125,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ヤクルト」,コーアバイオテックベイ,後発品,,,"15,057",,
注射薬,3999423A1133,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"13,206",,
注射薬,3999423A1141,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「アクタビス」,アクタビス,後発品,,,"13,206",H30.3.31まで,
注射薬,3999423A1150,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「テバ」,武田テバファーマ,後発品,,,"13,206",,
注射薬,3999423A2024,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／１００ｍＬ,ノバルティス　ファーマ,,先発品,○,"28,075",,
注射薬,3999423A3020,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ＮＫ」,高田製薬,後発品,,,"14,890",,
注射薬,3999423A3039,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「サノフィ」,共和クリティケア,後発品,,,"14,890",,
注射薬,3999423A3047,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「トーワ」,東和薬品,後発品,,,"12,183",,
注射薬,3999423A3055,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「日医工」,日医工,後発品,,,"12,183",,
注射薬,3999423A3063,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ニプロ」,ニプロ,後発品,,,"14,890",,
注射薬,3999423A3071,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「ファイザー」,マイラン製薬,後発品,,,"12,183",,
注射薬,3999423A3080,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ヤクルト」,コーアバイオテックベイ,後発品,,,"14,890",,
注射薬,3999423A3098,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「サワイ」,沢井製薬,後発品,,,"14,890",,
注射薬,3999423A3101,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「テバ」,武田テバファーマ,後発品,,,"12,183",,
注射薬,3999423A4027,ゾレドロン酸水和物,５ｍｇ１００ｍＬ１瓶,,,,リクラスト点滴静注液５ｍｇ,旭化成ファーマ,,先発品,,"39,485",,H28.11.18収載
注射薬,3999424D1029,エタネルセプト（遺伝子組換え）,２５ｍｇ１瓶,,,,エンブレル皮下注用２５ｍｇ,ファイザー,,先発品,,"15,944",,
注射薬,3999424D2025,エタネルセプト（遺伝子組換え）,１０ｍｇ１瓶,,,,エンブレル皮下注用１０ｍｇ,ファイザー,,先発品,,"6,472",,
注射薬,3999424G1025,エタネルセプト（遺伝子組換え）,２５ｍｇ０．５ｍＬ１筒,,,,エンブレル皮下注２５ｍｇシリンジ０．５ｍＬ,ファイザー,,先発品,,"15,746",,
注射薬,3999424G2021,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１筒,,,,エンブレル皮下注５０ｍｇシリンジ１．０ｍＬ,ファイザー,,先発品,,"31,069",,
注射薬,3999424G3028,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１キット,,,,エンブレル皮下注５０ｍｇペン１．０ｍＬ,ファイザー,,先発品,,"31,252",,
注射薬,3999425S5028,ダルベポエチンアルファ（遺伝子組換え）,１０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１０μｇプラシリンジ,協和発酵キリン,,先発品,,"2,451",,
注射薬,3999425S6024,ダルベポエチンアルファ（遺伝子組換え）,１５μｇ０．５ｍＬ１筒,,,,ネスプ注射液１５μｇプラシリンジ,協和発酵キリン,,先発品,,"3,480",,
注射薬,3999425S7020,ダルベポエチンアルファ（遺伝子組換え）,２０μｇ０．５ｍＬ１筒,,,,ネスプ注射液２０μｇプラシリンジ,協和発酵キリン,,先発品,,"4,422",,
注射薬,3999425S8027,ダルベポエチンアルファ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,,,,ネスプ注射液３０μｇプラシリンジ,協和発酵キリン,,先発品,,"6,349",,
注射薬,3999425S9023,ダルベポエチンアルファ（遺伝子組換え）,４０μｇ０．５ｍＬ１筒,,,,ネスプ注射液４０μｇプラシリンジ,協和発酵キリン,,先発品,,"7,873",,
注射薬,3999425U1023,ダルベポエチンアルファ（遺伝子組換え）,６０μｇ０．５ｍＬ１筒,,,,ネスプ注射液６０μｇプラシリンジ,協和発酵キリン,,先発品,,"11,278",,
注射薬,3999425U2020,ダルベポエチンアルファ（遺伝子組換え）,１２０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１２０μｇプラシリンジ,協和発酵キリン,,先発品,,"20,007",,
注射薬,3999425U3026,ダルベポエチンアルファ（遺伝子組換え）,１８０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１８０μｇプラシリンジ,協和発酵キリン,,先発品,,"28,140",,
注射薬,3999425U4022,ダルベポエチンアルファ（遺伝子組換え）,５μｇ０．５ｍＬ１筒,,,,ネスプ注射液５μｇプラシリンジ,協和発酵キリン,,先発品,,"1,343",,
注射薬,3999426G1024,アダリムマブ（遺伝子組換え）,４０ｍｇ０．８ｍＬ１筒,,,,ヒュミラ皮下注４０ｍｇシリンジ０．８ｍＬ,アッヴィ,,先発品,,"65,144",H30.3.31まで,
注射薬,3999426G2020,アダリムマブ（遺伝子組換え）,２０ｍｇ０．４ｍＬ１筒,,,,ヒュミラ皮下注２０ｍｇシリンジ０．４ｍＬ,アッヴィ,,先発品,,"33,608",,
注射薬,3999426G3027,アダリムマブ（遺伝子組換え）,４０ｍｇ０．４ｍＬ１筒,,,,ヒュミラ皮下注４０ｍｇシリンジ０．４ｍＬ,アッヴィ,,先発品,,"65,144",,H28.11.18収載
注射薬,3999426G4023,アダリムマブ（遺伝子組換え）,８０ｍｇ０．８ｍＬ１筒,,,,ヒュミラ皮下注８０ｍｇシリンジ０．８ｍＬ,アッヴィ,,先発品,,"126,272",,H28.11.18収載
注射薬,3999427A1026,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,７５０国際単位０．５ｍＬ１瓶,,,,エポエチンアルファＢＳ注７５０「ＪＣＲ」,ＪＣＲファーマ,★,,,810,,
注射薬,3999427A2022,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,１，５００国際単位１ｍＬ１瓶,,,,エポエチンアルファＢＳ注１５００「ＪＣＲ」,ＪＣＲファーマ,後発品,,,"1,514",H30.3.31まで,
注射薬,3999427A3029,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,３，０００国際単位２ｍＬ１瓶,,,,エポエチンアルファＢＳ注３０００「ＪＣＲ」,ＪＣＲファーマ,後発品,,,"2,761",H30.3.31まで,
注射薬,3999427G1029,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,７５０国際単位０．５ｍＬ１筒,,,,エポエチンアルファＢＳ注７５０シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,486,,
注射薬,3999427G2025,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,１，５００国際単位１ｍＬ１筒,,,,エポエチンアルファＢＳ注１５００シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,781,,
注射薬,3999427G3021,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,３，０００国際単位２ｍＬ１筒,,,,エポエチンアルファＢＳ注３０００シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,"1,371",,
注射薬,3999428G1023,ヒアルロン酸ナトリウム架橋処理ポリマー・ヒアルロン酸ナトリウム架橋処理ポリマービニルスルホン架橋体,１６ｍｇ２ｍＬ１筒,,,,サイビスクディスポ関節注２ｍＬ,サノフィ,,先発品,,"9,924",,
注射薬,3999429D1021,アバタセプト（遺伝子組換え）,２５０ｍｇ１瓶,,,,オレンシア点滴静注用２５０ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,"54,995",,
注射薬,3999429G1028,アバタセプト（遺伝子組換え）,１２５ｍｇ１ｍＬ１筒,,,,オレンシア皮下注１２５ｍｇシリンジ１ｍＬ,ブリストル・マイヤーズ　スクイブ,,先発品,,"27,947",,
注射薬,3999429G2024,アバタセプト（遺伝子組換え）,１２５ｍｇ１ｍＬ１キット,,,,オレンシア皮下注１２５ｍｇオートインジェクター１ｍＬ,ブリストル・マイヤーズ　スクイブ,,先発品,,"28,233",,H28.5.25収載
注射薬,3999430D1024,ロミプロスチム（遺伝子組換え）,２５０μｇ１瓶,,,,ロミプレート皮下注２５０μｇ調製用,協和発酵キリン,,先発品,,"69,914",,
注射薬,3999431A1022,ウステキヌマブ（遺伝子組換え）,１３０ｍｇ２６ｍＬ１瓶,,,,ステラーラ点滴静注１３０ｍｇ,ヤンセンファーマ,,先発品,,"189,612",,H29.5.24収載
注射薬,3999431G1025,ウステキヌマブ（遺伝子組換え）,４５ｍｇ０．５ｍＬ１筒,,,,ステラーラ皮下注４５ｍｇシリンジ,ヤンセンファーマ,,先発品,,"438,739",,
注射薬,3999432G1020,エポエチン　ベータ　ペゴル（遺伝子組換え）,２５μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ２５μｇ,中外製薬,,先発品,,"6,663",,
注射薬,3999432G2026,エポエチン　ベータ　ペゴル（遺伝子組換え）,５０μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ５０μｇ,中外製薬,,先発品,,"11,881",,
注射薬,3999432G3022,エポエチン　ベータ　ペゴル（遺伝子組換え）,７５μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ７５μｇ,中外製薬,,先発品,,"16,674",,
注射薬,3999432G4029,エポエチン　ベータ　ペゴル（遺伝子組換え）,１００μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ１００μｇ,中外製薬,,先発品,,"21,138",,
注射薬,3999432G5025,エポエチン　ベータ　ペゴル（遺伝子組換え）,１５０μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ１５０μｇ,中外製薬,,先発品,,"29,536",,
